Step,AgentID,wealth,position,agent_type
7,10,1041.5183461266936,0.0,NoiseTrader
7,11,752.420765978789,0.0,NoiseTrader
7,12,886.7081984834307,0.0,NoiseTrader
7,13,422.2060471514572,0.0,NoiseTrader
7,14,940.1564759542193,0.0,NoiseTrader
7,15,1146.2027384250184,0.0,NoiseTrader
7,16,435.22627655430574,0.0,NoiseTrader
7,17,812.0804281322337,0.0,NoiseTrader
7,18,464.96707190232394,0.0,NoiseTrader
7,19,1091.1884111768456,0.0,NoiseTrader
7,20,1064.8633831218172,14.549206572304076,NoiseTrader
7,21,827.9277912620704,0.0,NoiseTrader
7,22,1377.2227647145503,0.0,NoiseTrader
7,23,1681.4126111546482,0.0,NoiseTrader
7,24,644.417877169286,0.0,NoiseTrader
7,25,574.109088333104,0.0,NoiseTrader
7,26,810.9519705337077,12.932806884983574,NoiseTrader
7,27,1068.0506245623092,0.0,NoiseTrader
7,28,1067.354098164675,0.0,NoiseTrader
7,29,547.3563475057199,12.737863504580965,NoiseTrader
7,30,666.3611797533532,0.0,NoiseTrader
7,31,745.6441098851515,0.0,NoiseTrader
7,32,832.8126807172281,12.291325654065394,NoiseTrader
7,33,734.7963483051917,0.0,NoiseTrader
7,34,1365.54788171408,27.84417304083818,NoiseTrader
7,35,552.3653268163705,14.069329970485427,NoiseTrader
7,36,515.9561449085638,0.0,NoiseTrader
7,37,2049.687503120995,0.0,NoiseTrader
7,38,794.3832533621857,5.2059069924650885,NoiseTrader
7,39,663.5587700876009,0.0,NoiseTrader
7,40,763.9703215514255,0.0,NoiseTrader
7,41,958.7315876607536,14.975452530462192,NoiseTrader
7,42,714.4956118104317,0.0,NoiseTrader
7,43,1779.2876585255358,0.0,NoiseTrader
7,44,1091.2772236647256,0.0,NoiseTrader
7,45,1158.5797508032995,0.0,NoiseTrader
7,46,990.7314817544923,0.0,NoiseTrader
7,47,469.6246766883217,14.748510280857673,NoiseTrader
7,48,327.6376784356339,0.0,NoiseTrader
7,49,1028.360512380462,12.155504927008865,NoiseTrader
7,50,885.7475300576752,0.0,NoiseTrader
7,51,10000.0,0.0,InformedTrader
7,52,10000.0,0.0,InformedTrader
7,53,10000.0,0.0,InformedTrader
7,54,9999.757489777236,0.48991964194856763,InformedTrader
7,55,10000.0,0.0,InformedTrader
7,56,50000.0,0.0,Arbitrageur
7,57,50000.0,0.0,Arbitrageur
7,58,50000.0,0.0,Arbitrageur
7,59,100000.0,0.0,MarketMakerAgent
7,60,1978.7914699264998,42.0,HomerAgent
7,61,1978.372939853,42.0,HomerAgent
7,62,1986.1399999999999,28.0,HomerAgent
7,63,1971.4429398529996,56.0,HomerAgent
7,64,1978.7914699264998,42.0,HomerAgent
7,65,1972.3801624028347,53.53126847108025,HomerAgent
7,66,1971.097167503,56.0,HomerAgent
7,67,1986.1399999999999,28.0,HomerAgent
7,68,1973.1729398529997,52.0,HomerAgent
7,69,1981.1741082226895,37.46073353269057,HomerAgent
7,70,10000.0,0.0,LLMAgent
7,71,10000.0,0.0,LLMAgent
8,1,966.8668557078772,0.0,NoiseTrader
8,2,622.4777679491357,0.0,NoiseTrader
8,3,589.4510716730204,0.0,NoiseTrader
8,4,716.2143412793947,0.0,NoiseTrader
8,5,648.6775325227591,0.0,NoiseTrader
8,6,740.4852023366074,0.0,NoiseTrader
8,7,1091.1962616657058,0.0,NoiseTrader
8,8,1655.9200230069453,0.0,NoiseTrader
8,9,1210.4052547951505,0.0,NoiseTrader
8,10,1041.5183461266936,0.0,NoiseTrader
8,11,752.420765978789,0.0,NoiseTrader
8,12,886.7081984834307,0.0,NoiseTrader
8,13,422.2060471514572,0.0,NoiseTrader
8,14,940.1564759542193,0.0,NoiseTrader
8,15,1146.2027384250184,0.0,NoiseTrader
8,16,435.22627655430574,0.0,NoiseTrader
8,17,812.0804281322337,0.0,NoiseTrader
8,18,464.96707190232394,0.0,NoiseTrader
8,19,1091.1884111768456,0.0,NoiseTrader
8,20,1064.8633831218172,14.549206572304076,NoiseTrader
8,21,827.9277912620704,0.0,NoiseTrader
8,22,1377.2227647145503,0.0,NoiseTrader
8,23,1681.4126111546482,0.0,NoiseTrader
8,24,644.417877169286,0.0,NoiseTrader
8,25,574.109088333104,0.0,NoiseTrader
8,26,810.9519705337077,12.932806884983574,NoiseTrader
8,27,1068.0506245623092,0.0,NoiseTrader
8,28,1067.354098164675,0.0,NoiseTrader
8,29,547.3563475057199,12.737863504580965,NoiseTrader
8,30,666.3611797533532,0.0,NoiseTrader
8,31,745.6441098851515,0.0,NoiseTrader
8,32,832.8126807172281,12.291325654065394,NoiseTrader
8,33,734.7963483051917,0.0,NoiseTrader
8,34,1365.54788171408,27.84417304083818,NoiseTrader
8,35,552.3653268163705,14.069329970485427,NoiseTrader
8,36,515.9561449085638,0.0,NoiseTrader
8,37,2049.687503120995,0.0,NoiseTrader
8,38,794.3832533621857,5.2059069924650885,NoiseTrader
8,39,663.5587700876009,0.0,NoiseTrader
8,40,763.9703215514255,0.0,NoiseTrader
8,41,958.7315876607536,14.975452530462192,NoiseTrader
8,42,714.4956118104317,0.0,NoiseTrader
8,43,1779.2876585255358,0.0,NoiseTrader
8,44,1091.2772236647256,0.0,NoiseTrader
8,45,1158.5797508032995,0.0,NoiseTrader
8,46,990.7314817544923,0.0,NoiseTrader
8,47,469.6246766883217,14.748510280857673,NoiseTrader
8,48,327.6376784356339,0.0,NoiseTrader
8,49,1028.360512380462,12.155504927008865,NoiseTrader
8,50,885.7475300576752,0.0,NoiseTrader
8,51,10000.0,0.0,InformedTrader
8,52,10000.0,0.0,InformedTrader
8,53,10000.0,0.0,InformedTrader
8,54,9999.757489777236,0.48991964194856763,InformedTrader
8,55,10000.0,0.0,InformedTrader
8,56,50000.0,0.0,Arbitrageur
8,57,50000.0,0.0,Arbitrageur
8,58,50000.0,0.0,Arbitrageur
8,59,100000.0,0.0,MarketMakerAgent
8,60,1978.7914699264998,42.0,HomerAgent
8,61,1978.372939853,42.0,HomerAgent
8,62,1986.1399999999999,28.0,HomerAgent
8,63,1971.4429398529996,56.0,HomerAgent
8,64,1978.7914699264998,42.0,HomerAgent
8,65,1972.3801624028347,53.53126847108025,HomerAgent
8,66,1971.097167503,56.0,HomerAgent
8,67,1986.1399999999999,28.0,HomerAgent
8,68,1973.1729398529997,52.0,HomerAgent
8,69,1981.1741082226895,37.46073353269057,HomerAgent
8,70,10000.0,0.0,LLMAgent
8,71,10000.0,0.0,LLMAgent
9,1,966.8668557078772,0.0,NoiseTrader
9,2,622.4777679491357,0.0,NoiseTrader
9,3,589.4510716730204,0.0,NoiseTrader
9,4,716.2143412793947,0.0,NoiseTrader
9,5,648.6775325227591,0.0,NoiseTrader
9,6,740.4852023366074,0.0,NoiseTrader
9,7,1091.1962616657058,0.0,NoiseTrader
9,8,1655.9200230069453,0.0,NoiseTrader
9,9,1210.4052547951505,0.0,NoiseTrader
9,10,1041.5183461266936,0.0,NoiseTrader
9,11,752.420765978789,0.0,NoiseTrader
9,12,886.7081984834307,0.0,NoiseTrader
9,13,422.2060471514572,0.0,NoiseTrader
9,14,940.1564759542193,0.0,NoiseTrader
9,15,1146.2027384250184,0.0,NoiseTrader
9,16,435.22627655430574,0.0,NoiseTrader
